2026-07-11 16:15:24 | INFO     | workflows.telesurgery_workflow | Initializing Telesurgery Workflow...
2026-07-23 22:50:09 | INFO     | workflows.telesurgery_workflow | Age        : 46
2026-07-23 22:50:09 | INFO     | workflows.telesurgery_workflow | Gender     : Male
2026-07-23 22:50:09 | INFO     | workflows.telesurgery_workflow | Symptoms   : ['severe abdominal pain', 'fever', 'vomiting']
2026-07-23 22:50:09 | INFO     | workflows.telesurgery_workflow | History    : ['hypertension']
2026-07-23 22:50:09 | INFO     | workflows.telesurgery_workflow | Loading network traffic data...
2026-07-23 22:50:09 | INFO     | workflows.telesurgery_workflow | Network data loaded successfully.
2026-07-23 22:50:09 | INFO     | workflows.telesurgery_workflow | NETWORK INFORMATION
2026-07-23 22:50:09 | INFO     | workflows.telesurgery_workflow | Latency       : 180
2026-07-23 22:50:09 | INFO     | workflows.telesurgery_workflow | Packet Loss   : 7
2026-07-23 22:50:09 | INFO     | workflows.telesurgery_workflow | Bandwidth     : 80
2026-07-23 22:50:09 | INFO     | workflows.telesurgery_workflow | Attack Status : None
2026-07-23 22:50:09 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:50:09 | INFO     | workflows.telesurgery_workflow | Passing Patient Data -> Doctor Agent
2026-07-23 22:50:09 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:50:09 | INFO     | agents.doctor             | Generating diagnosis for patient P001
2026-07-23 22:50:10 | INFO     | agents.doctor             | Diagnosis completed successfully.
2026-07-23 22:50:10 | INFO     | workflows.telesurgery_workflow | Doctor Agent completed successfully.
2026-07-23 22:50:10 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:50:10 | INFO     | workflows.telesurgery_workflow | Passing Traffic Data -> Security Agent
2026-07-23 22:50:10 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:50:11 | INFO     | workflows.telesurgery_workflow | Security Agent completed successfully.
2026-07-23 22:50:11 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:50:11 | INFO     | workflows.telesurgery_workflow | Passing Security Result -> Protocol Switcher
2026-07-23 22:50:11 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:50:11 | INFO     | workflows.telesurgery_workflow | Protocol selected successfully.
2026-07-23 22:50:11 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:50:11 | INFO     | workflows.telesurgery_workflow | Passing Results -> Feedback Agent
2026-07-23 22:50:11 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Feedback generated successfully.
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Passing Decision -> Robotic Agent
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Robotic Agent execution completed.
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | FINAL WORKFLOW RESULTS
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Diagnosis           : appendicitis
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Recommended Surgery : appendectomy
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Urgency             : urgent
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Risk Level          : medium
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Attack Detected     : True
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Attack Type         : ddos
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Severity            : high
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Selected Protocol   : QUIC
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Protocol Reason     : High severity attack detected
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Expected Latency    : Low
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Security Level      : High
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Action              : abort
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Proceed             : False
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Reason              : security risk due to ddos attack
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Confidence          : high
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Robot Status        : ABORTED
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Robot Action        : Abort Surgery
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | WORKFLOW COMPLETED SUCCESSFULLY
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | Total Execution Time : 3.06 sec
2026-07-23 22:50:12 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:56:28 | INFO     | workflows.telesurgery_workflow | Initializing Telesurgery Workflow...
2026-07-23 22:56:29 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | All agents initialized successfully.
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | WORKFLOW STARTED
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | Loading patient data...
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | Patient data loaded successfully.
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | PATIENT INFORMATION
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | Patient ID : P001
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | Age        : 46
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | Gender     : Male
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | Symptoms   : ['severe abdominal pain', 'fever', 'vomiting']
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | History    : ['hypertension']
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | Loading network traffic data...
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | Network data loaded successfully.
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | NETWORK INFORMATION
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | Latency       : 180
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | Packet Loss   : 7
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | Bandwidth     : 80
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | Attack Status : None
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | Passing Patient Data -> Doctor Agent
2026-07-23 22:56:30 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:56:30 | INFO     | agents.doctor             | Generating diagnosis for patient P001
2026-07-23 22:56:31 | INFO     | agents.doctor             | Diagnosis completed successfully.
2026-07-23 22:56:31 | INFO     | workflows.telesurgery_workflow | Doctor Agent completed successfully.
2026-07-23 22:56:31 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:56:31 | INFO     | workflows.telesurgery_workflow | Passing Traffic Data -> Security Agent
2026-07-23 22:56:31 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:56:32 | INFO     | workflows.telesurgery_workflow | Security Agent completed successfully.
2026-07-23 22:56:32 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:56:32 | INFO     | workflows.telesurgery_workflow | Passing Security Result -> Protocol Switcher
2026-07-23 22:56:32 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:56:32 | INFO     | workflows.telesurgery_workflow | Protocol selected successfully.
2026-07-23 22:56:32 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:56:32 | INFO     | workflows.telesurgery_workflow | Passing Results -> Feedback Agent
2026-07-23 22:56:32 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Feedback generated successfully.
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Passing Decision -> Robotic Agent
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Robotic Agent execution completed.
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | FINAL WORKFLOW RESULTS
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Diagnosis           : appendicitis
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Recommended Surgery : appendectomy
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Urgency             : urgent
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Risk Level          : medium
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Attack Detected     : True
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Attack Type         : ddos
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Severity            : high
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Selected Protocol   : QUIC
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Protocol Reason     : High severity attack detected
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Expected Latency    : Low
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Security Level      : High
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Action              : abort
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Proceed             : False
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Reason              : Security assessment indicates high severity attack detected
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Confidence          : high
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Robot Status        : ABORTED
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Robot Action        : Abort Surgery
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | WORKFLOW COMPLETED SUCCESSFULLY
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | Total Execution Time : 2.71 sec
2026-07-23 22:56:33 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:58:17 | INFO     | workflows.telesurgery_workflow | Initializing Telesurgery Workflow...
2026-07-23 22:58:18 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | All agents initialized successfully.
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | WORKFLOW STARTED
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | Loading patient data...
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | Patient data loaded successfully.
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | PATIENT INFORMATION
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | Patient ID : P001
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | Age        : 46
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | Gender     : Male
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | Symptoms   : ['severe abdominal pain', 'fever', 'vomiting']
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | History    : ['hypertension']
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | Loading network traffic data...
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | Network data loaded successfully.
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | NETWORK INFORMATION
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | Latency       : 180
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | Packet Loss   : 7
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | Bandwidth     : 80
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | Attack Status : None
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | Passing Patient Data -> Doctor Agent
2026-07-23 22:58:19 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:58:19 | INFO     | agents.doctor             | Generating diagnosis for patient P001
2026-07-23 22:58:20 | INFO     | agents.doctor             | Diagnosis completed successfully.
2026-07-23 22:58:20 | INFO     | workflows.telesurgery_workflow | Doctor Agent completed successfully.
2026-07-23 22:58:20 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:58:20 | INFO     | workflows.telesurgery_workflow | Passing Traffic Data -> Security Agent
2026-07-23 22:58:20 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:58:21 | INFO     | workflows.telesurgery_workflow | Security Agent completed successfully.
2026-07-23 22:58:21 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:58:21 | INFO     | workflows.telesurgery_workflow | Passing Security Result -> Protocol Switcher
2026-07-23 22:58:21 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:58:21 | INFO     | workflows.telesurgery_workflow | Protocol selected successfully.
2026-07-23 22:58:21 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:58:21 | INFO     | workflows.telesurgery_workflow | Passing Results -> Feedback Agent
2026-07-23 22:58:21 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Feedback generated successfully.
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Passing Decision -> Robotic Agent
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Robotic Agent execution completed.
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | FINAL WORKFLOW RESULTS
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Diagnosis           : appendicitis
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Recommended Surgery : appendectomy
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Urgency             : urgent
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Risk Level          : medium
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Attack Detected     : True
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Attack Type         : ddos
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Severity            : high
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Selected Protocol   : QUIC
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Protocol Reason     : High severity attack detected
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Expected Latency    : Low
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Security Level      : High
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Action              : pause
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Proceed             : False
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Reason              : Security threat detected
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Confidence          : 0.8
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Robot Status        : PAUSED
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Robot Action        : Pause Surgery
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | WORKFLOW COMPLETED SUCCESSFULLY
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | Total Execution Time : 2.75 sec
2026-07-23 22:58:22 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:59:32 | INFO     | workflows.telesurgery_workflow | Initializing Telesurgery Workflow...
2026-07-23 22:59:33 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | All agents initialized successfully.
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | WORKFLOW STARTED
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | Loading patient data...
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | Patient data loaded successfully.
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | PATIENT INFORMATION
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | Patient ID : P001
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | Age        : 46
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | Gender     : Male
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | Symptoms   : ['severe abdominal pain', 'fever', 'vomiting']
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | History    : ['hypertension']
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | Loading network traffic data...
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | Network data loaded successfully.
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | NETWORK INFORMATION
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | Latency       : 180
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | Packet Loss   : 7
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | Bandwidth     : 80
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | Attack Status : None
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | Passing Patient Data -> Doctor Agent
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:59:35 | INFO     | agents.doctor             | Generating diagnosis for patient P001
2026-07-23 22:59:35 | INFO     | agents.doctor             | Diagnosis completed successfully.
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | Doctor Agent completed successfully.
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | Passing Traffic Data -> Security Agent
2026-07-23 22:59:35 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Security Agent completed successfully.
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Passing Security Result -> Protocol Switcher
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Protocol selected successfully.
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Passing Results -> Feedback Agent
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Feedback generated successfully.
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Passing Decision -> Robotic Agent
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Robotic Agent execution completed.
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | FINAL WORKFLOW RESULTS
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Diagnosis           : appendicitis
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Recommended Surgery : appendectomy
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Urgency             : urgent
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Risk Level          : medium
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Attack Detected     : True
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Attack Type         : ddos
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Severity            : high
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Selected Protocol   : QUIC
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Protocol Reason     : High severity attack detected
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Expected Latency    : Low
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Security Level      : High
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Action              : pause
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Proceed             : False
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Reason              : Security assessment indicates high severity attack detected
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Confidence          : 0.8
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Robot Status        : PAUSED
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Robot Action        : Pause Surgery
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | WORKFLOW COMPLETED SUCCESSFULLY
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | Total Execution Time : 1.87 sec
2026-07-23 22:59:36 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 23:03:42 | INFO     | workflows.telesurgery_workflow | Initializing Telesurgery Workflow...
2026-07-23 23:03:43 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | All agents initialized successfully.
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | WORKFLOW STARTED
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | Loading patient data...
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | Patient data loaded successfully.
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | PATIENT INFORMATION
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | Patient ID : P001
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | Age        : 46
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | Gender     : Male
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | Symptoms   : ['severe abdominal pain', 'fever', 'vomiting']
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | History    : ['hypertension']
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | Loading network traffic data...
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | Network data loaded successfully.
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | NETWORK INFORMATION
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | Latency       : 180
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | Packet Loss   : 7
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | Bandwidth     : 80
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | Attack Status : None
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | Passing Patient Data -> Doctor Agent
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 23:03:45 | INFO     | agents.doctor             | Generating diagnosis for patient P001
2026-07-23 23:03:45 | INFO     | agents.doctor             | Diagnosis completed successfully.
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | Doctor Agent completed successfully.
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | Passing Traffic Data -> Security Agent
2026-07-23 23:03:45 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 23:03:46 | INFO     | workflows.telesurgery_workflow | Security Agent completed successfully.
2026-07-23 23:03:46 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 23:03:46 | INFO     | workflows.telesurgery_workflow | Passing Security Result -> Protocol Switcher
2026-07-23 23:03:46 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 23:03:46 | INFO     | workflows.telesurgery_workflow | Protocol selected successfully.
2026-07-23 23:03:46 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 23:03:46 | INFO     | workflows.telesurgery_workflow | Passing Results -> Feedback Agent
2026-07-23 23:03:46 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 23:03:46 | INFO     | workflows.telesurgery_workflow | Feedback generated successfully.
2026-07-23 23:03:46 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 23:03:46 | INFO     | workflows.telesurgery_workflow | Passing Decision -> Robotic Agent
2026-07-23 23:03:46 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 23:03:47 | INFO     | workflows.telesurgery_workflow | Robotic Agent execution completed.
2026-07-23 23:03:47 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 23:03:47 | INFO     | workflows.telesurgery_workflow | FINAL WORKFLOW RESULTS
2026-07-23 23:03:47 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 23:03:47 | INFO     | workflows.telesurgery_workflow | Diagnosis           : appendicitis
2026-07-23 23:03:47 | INFO     | workflows.telesurgery_workflow | Recommended Surgery : appendectomy
2026-07-23 23:03:47 | INFO     | workflows.telesurgery_workflow | Urgency             : urgent
2026-07-23 23:03:47 | INFO     | workflows.telesurgery_workflow | Risk Level          : medium
2026-07-23 23:03:47 | INFO     | workflows.telesurgery_workflow | Attack Detected     : True
2026-07-23 23:03:47 | INFO     | workflows.telesurgery_workflow | Attack Type         : ddos
2026-07-23 23:03:47 | INFO     | workflows.telesurgery_workflow | Severity            : high
